arrival_unix_ns,service_ms,queue_ms,response_ms,status_code
1774346905717827072,0.710588,48.898312,49.608900,201
1774346905902112000,2.589130,11.884165,14.473295,200
1774346905972076032,0.923643,9.053157,9.976800,200
1774346906086779136,2.718750,4.954917,7.673667,200
1774346906426755072,5.550000,13.864678,19.414678,200
1774346906431171840,5.899924,16.625330,22.525254,201
1774346906551235072,1.429550,28.738288,30.167838,200
1774346906539068928,0.560635,6.009856,6.570491,200
1774346906808764928,4.518127,7.159195,11.677322,201
1774346907431205120,2.633454,4.096575,6.730029,201
1774346907428549120,1.706194,8.695288,10.401482,200
1774346907602829824,1.517437,0.750059,2.267496,200
1774346907687364096,2.004640,5.187258,7.191898,201
1774346907807846912,7.155657,8.504486,15.660143,201
1774346907860034048,2.394917,1.016393,3.411310,200
1774346908110392064,4.562008,3.067006,7.629014,201
1774346908118359040,1.533916,4.741332,6.275248,201
1774346908190607104,1.088145,1.046655,2.134800,200
1774346908203028992,2.799225,3.238328,6.037553,201
1774346908362978816,3.120446,1.153668,4.274114,200
1774346908406651136,2.772684,1.126591,3.899275,200
1774346908820643840,2.189168,6.743049,8.932217,201
1774346908914059008,2.393351,0.766532,3.159883,200
1774346909169081856,0.807082,1.870759,2.677841,200
1774346909282893056,1.505933,0.800590,2.306523,200
1774346909518639104,1.850205,1.433695,3.283900,200
1774346909724939008,1.345682,0.683531,2.029213,200
1774346910099990016,1.851827,0.911106,2.762933,200
1774346910308872960,2.427757,3.062047,5.489804,201
1774346910344887040,4.375063,3.018347,7.393410,200
1774346910459353088,1.319021,4.686600,6.005621,201
1774346910628036864,1.681242,0.751241,2.432483,200
1774346910863691008,2.464592,0.983052,3.447644,200
1774346910999226112,1.896991,0.593714,2.490705,200
1774346911312019200,5.590697,0.962710,6.553407,200
1774346911409577984,1.560589,1.038018,2.598607,200
1774346911419183872,1.188061,4.106387,5.294448,201
1774346911672486144,3.215252,1.638571,4.853823,200
1774346911864110848,2.036209,1.583061,3.619270,200
1774346911914264832,0.829509,0.654304,1.483813,200
1774346912751552000,2.886927,0.718424,3.605351,200
1774346912913736192,1.268950,0.634470,1.903420,200
1774346912970043904,1.584123,0.536242,2.120365,200
1774346913626245888,0.732307,0.866417,1.598724,200
1774346913745960960,2.881228,8.199051,11.080279,201
1774346913915313920,1.352229,0.990431,2.342660,200
1774346913912483840,2.643931,1.008552,3.652483,200
1774346914272275968,1.519780,0.544351,2.064131,200
1774346914556539136,0.949104,0.524496,1.473600,200
1774346914712384000,1.593364,0.873669,2.467033,200
1774346914829189120,1.553707,3.086289,4.639996,201
