id,trace_id,arrival_unix_ns,service_start_unix_ns,service_end_unix_ns,response_end_unix_ns,queue_ms,service_ms,response_ms,status_code,bytes_written
1,1,1773205813036413803,1773205813036424972,1773205813036511380,1773205813036540836,0.011,0.086,0.127,200,3
2,2,1773205813492892571,1773205813492904077,1773205813492949397,1773205813493023141,0.011,0.045,0.131,200,3
3,3,1773206747091637528,1773206747091691276,1773206747091756299,1773206747092079773,0.054,0.065,0.442,200,3
4,4,1773206747483873443,1773206747483880096,1773206747483971083,1773206747483978021,0.007,0.091,0.105,200,3
