rate_rps,n_obs,rho,mean_svc_ms,p50_resp_ms,p95_resp_ms,p99_resp_ms,ks_replay,ks_bootstrap,ks_parametric
10,859,0.02534339258440046,2.5343392584400464,2.375763,3.9261728999999996,5.620321379999989,0.27357392316647267,0.270081490104773,0.26426076833527357
25,2198,0.06644275266151047,2.6577101064604185,2.3942345,4.20995425,6.848607850000047,0.24931756141947223,0.2561419472247498,0.26251137397634217
50,4472,0.16685188443649374,3.337037688729875,2.6087404999999997,7.132455549999996,17.346363739999994,0.14601967799642218,0.1368515205724508,0.2202593917710197
75,6729,0.4354936554502898,5.806582072670531,3.110378,20.802618199999948,48.83116088000001,0.21503938178035376,0.24461286966859863,0.2792391142814683
100,8987,5.186532928441082,51.86532928441082,11.763415,245.59148459999994,409.07281617999814,0.9715144097029041,0.9975520195838433,0.9941025926338044
