rate_rps,n_obs,rho,mean_svc_ms,p50_resp_ms,p95_resp_ms,p99_resp_ms,ks_replay,ks_bootstrap,ks_parametric
200,11198,0.07145882530213728,1.0718823795320593,35.471200499999995,142.10702249999994,206.95768740000037,0.7774602607608501,0.7790676906590464,0.8079121271655653
400,12810,0.13409425535258915,1.0057069151444185,37.2717655,167.36241155,254.68745953999994,0.7736143637782982,0.7756440281030446,0.8034348165495707
800,12816,0.3013046571785269,1.1298924644194757,44.456721,281.16084374999997,452.56363455000064,0.6981117353308365,0.6973314606741574,0.7328339575530587
1600,12854,0.6097167562263369,1.1432189179243817,42.132307499999996,320.72856889999986,546.2846533699999,0.6650847985063015,0.6640734401742648,0.703594211918469
2400,12459,0.8433315834657678,1.0541644793322096,52.516081,380.75789559999987,631.8786677800001,0.7346496508548038,0.7361746528613853,0.7688418011076331
